NAME_2,NAME_3,lat,long,avg_rainfall,max_rainfall,elevation,slope,ndvi,month,year,landcover_class,population_density,drainage_density,distance_to_river,banjir
Parigi Moutong,Parigi Moutong_Kec_6,0.792709,123.335414,79.34,115.59,141.76,34.31,0.24,1,2021,Agriculture,239.43,2.234,399.8,0
Buol,Buol_Kec_17,-1.122536,120.808236,130.41,174.47,14.99,21.17,0.144,6,2019,Agriculture,44.26,4.833,90.64,0
Morowali Utara,Morowali Utara_Kec_18,0.342035,120.708912,113.51,145.08,88.96,10.17,0.33,5,2024,Tree Cover,272.31,4.792,333.21,0
Donggala,Donggala_Kec_12,-0.165509,121.827122,85.77,129.27,297.23,13.66,0.039,10,2018,Agriculture,996.47,1.593,1404.65,0
Parigi Moutong,Parigi Moutong_Kec_11,-1.273033,121.25059,182.32,208.45,66.41,6.89,0.709,5,2015,Tree Cover,186.06,3.448,257.77,0
Morowali,Morowali_Kec_12,-0.829088,123.452559,167.39,226.48,38.62,21.03,0.511,5,2022,Tree Cover,663.73,5.316,166.0,0
Poso,Poso_Kec_7,0.70653,122.389389,140.38,199.35,476.07,18.95,0.498,3,2017,Tree Cover,550.39,4.152,17.68,1
Banggai,Banggai_Kec_1,-1.153334,122.645307,189.89,240.7,198.52,10.71,0.258,12,2018,Agriculture,185.1,5.983,351.13,0
Banggai Laut,Banggai Laut_Kec_12,-1.433681,122.90099,183.71,253.77,50.5,4.6,0.48,5,2022,Tree Cover,937.72,2.68,2397.61,0
Parigi Moutong,Parigi Moutong_Kec_20,-0.819384,119.9301,169.9,252.44,242.97,24.2,0.234,11,2018,Agriculture,239.1,1.854,457.42,0
Palu,Palu_Kec_11,1.049723,123.094087,206.96,243.54,5.24,23.32,-0.032,3,2016,Bareland,53.28,2.88,192.64,1
Buol,Buol_Kec_4,-0.838946,120.375554,113.08,170.2,710.54,17.11,0.342,10,2023,Tree Cover,180.13,3.097,317.4,0
Poso,Poso_Kec_18,0.106827,120.31549,172.47,266.29,492.89,19.1,0.616,7,2021,Tree Cover,424.62,0.43,945.89,0
Tolitoli,Tolitoli_Kec_10,0.652407,119.715171,129.01,158.71,200.68,18.22,0.478,5,2023,Agriculture,46.33,2.437,323.5,0
Banggai,Banggai_Kec_12,0.972767,123.297861,160.29,197.07,26.72,13.58,0.506,10,2019,Tree Cover,895.78,4.021,2065.56,1
Banggai,Banggai_Kec_17,0.35888,119.740366,167.98,243.44,74.34,15.07,0.266,3,2024,Tree Cover,25.39,1.175,909.31,0
Tojo Una-Una,Tojo Una-Una_Kec_2,-0.134889,120.23206,128.05,140.57,21.26,17.31,0.462,12,2022,Tree Cover,585.24,4.946,161.5,0
Banggai Laut,Banggai Laut_Kec_7,-1.665131,124.196552,176.36,219.09,63.66,11.96,0.186,9,2016,Bareland,51.11,1.837,1121.32,0
Banggai,Banggai_Kec_3,-0.229505,120.111567,98.86,122.59,365.19,24.22,0.201,5,2024,Agriculture,145.08,5.752,45.28,0
Sigi,Sigi_Kec_18,-1.231314,122.866018,80.1,98.49,34.18,5.05,0.045,4,2016,Built-up,1254.81,1.868,896.28,0
Palu,Palu_Kec_3,0.755165,120.708051,97.77,132.45,17.44,36.72,0.676,10,2017,Tree Cover,260.82,4.719,2738.17,0
Parigi Moutong,Parigi Moutong_Kec_7,-0.439214,122.397592,104.3,193.68,321.13,27.87,0.197,9,2018,Built-up,2485.88,1.053,794.86,0
Banggai Laut,Banggai Laut_Kec_14,-1.286626,121.559695,184.59,198.36,69.95,41.11,0.776,2,2019,Tree Cover,641.8,3.284,5634.76,0
Donggala,Donggala_Kec_7,-1.624018,120.139412,67.93,116.85,16.89,2.47,0.837,10,2024,Tree Cover,473.6,5.296,1801.85,0
Banggai,Banggai_Kec_14,-1.34559,122.696313,103.16,152.33,226.36,24.48,0.052,1,2018,Built-up,27.9,5.003,16.93,0
Donggala,Donggala_Kec_5,-1.64713,124.477529,242.98,268.16,53.36,13.28,0.276,12,2023,Agriculture,291.44,2.118,1448.05,0
Tojo Una-Una,Tojo Una-Una_Kec_11,-1.571541,119.658667,70.24,147.21,117.22,8.39,0.61,6,2023,Tree Cover,291.51,1.044,1984.85,0
Palu,Palu_Kec_3,1.152651,121.512236,133.36,220.76,121.14,10.64,0.24,7,2023,Agriculture,1040.0,5.993,387.35,0
Palu,Palu_Kec_6,0.069641,123.5094,158.96,189.5,7.28,3.37,0.389,7,2019,Tree Cover,445.67,3.977,5.71,1
Banggai,Banggai_Kec_3,0.917318,122.717228,102.71,110.8,79.07,23.01,0.395,6,2017,Agriculture,190.94,4.784,611.28,0
Poso,Poso_Kec_14,-1.646886,123.299609,99.4,104.62,132.81,4.71,0.371,7,2024,Tree Cover,95.44,5.95,415.1,0
Tojo Una-Una,Tojo Una-Una_Kec_13,0.664513,120.561006,107.51,174.45,3.4,18.55,0.501,4,2021,Tree Cover,629.19,4.481,629.45,0
Morowali Utara,Morowali Utara_Kec_11,-0.492586,123.692507,49.17,130.37,39.63,18.44,0.297,6,2016,Agriculture,562.27,5.681,1679.64,0
Morowali Utara,Morowali Utara_Kec_4,0.21511,119.50803,160.79,268.75,158.43,6.55,0.593,7,2017,Tree Cover,149.94,3.723,55.02,0
Banggai,Banggai_Kec_1,-0.489381,123.467869,91.67,114.41,167.63,6.98,0.437,1,2017,Agriculture,332.28,5.027,531.73,0
Buol,Buol_Kec_19,0.228718,121.961,161.45,234.23,80.08,17.79,0.786,3,2023,Tree Cover,502.26,4.334,350.97,0
Palu,Palu_Kec_3,-0.35011,123.076018,182.87,196.95,13.35,17.16,0.5,3,2015,Tree Cover,265.75,0.389,1213.74,0
Morowali,Morowali_Kec_17,-0.217397,121.131956,171.26,218.92,219.44,2.96,-0.117,10,2020,Agriculture,300.52,1.045,918.96,0
Poso,Poso_Kec_10,-1.584901,123.750696,175.48,222.28,164.39,30.05,0.663,6,2021,Tree Cover,1019.05,2.682,378.8,0
Banggai Kepulauan,Banggai Kepulauan_Kec_3,1.094834,123.359867,110.94,144.99,15.88,12.68,0.653,11,2021,Tree Cover,34.68,3.28,2342.57,0
Poso,Poso_Kec_15,-1.794114,119.884391,161.96,266.92,173.86,21.39,0.141,7,2024,Bareland,170.32,5.464,522.7,0
Morowali Utara,Morowali Utara_Kec_1,-1.716226,121.925569,186.58,212.13,510.83,14.69,0.614,2,2024,Tree Cover,75.12,5.474,77.4,1
Tojo Una-Una,Tojo Una-Una_Kec_6,-0.424454,124.463127,115.9,213.78,1.42,13.76,0.492,11,2022,Agriculture,121.73,2.686,1316.44,0
Sigi,Sigi_Kec_13,-0.502276,124.304793,140.79,193.28,272.08,8.48,0.539,10,2021,Tree Cover,539.86,2.503,2256.03,0
Buol,Buol_Kec_18,1.103583,124.146576,193.53,292.57,221.24,17.53,0.432,9,2022,Tree Cover,299.32,5.193,164.54,0
Banggai Laut,Banggai Laut_Kec_5,0.810918,121.657666,164.64,189.29,8.62,11.05,0.449,8,2022,Tree Cover,309.45,2.775,138.67,1
Banggai Laut,Banggai Laut_Kec_12,-1.666158,120.837221,228.7,293.08,308.33,14.2,0.384,12,2015,Agriculture,58.58,5.248,470.02,0
Banggai,Banggai_Kec_18,0.107733,120.08578,199.2,275.6,457.74,24.33,0.589,2,2022,Tree Cover,124.7,0.494,74.01,0
Sigi,Sigi_Kec_4,-0.606774,120.968084,142.47,161.63,106.04,13.59,0.425,11,2021,Agriculture,1071.57,1.542,493.89,0
Palu,Palu_Kec_19,-0.587398,119.577226,155.36,213.29,80.94,22.42,0.42,10,2015,Tree Cover,195.85,5.121,128.02,0
Banggai,Banggai_Kec_18,-0.298778,123.038625,163.7,234.69,360.34,16.24,0.308,1,2024,Agriculture,797.49,5.721,1165.96,0
Poso,Poso_Kec_7,1.132984,124.097179,170.2,226.56,162.17,10.67,0.456,8,2016,Tree Cover,164.57,5.707,1146.64,0
Parigi Moutong,Parigi Moutong_Kec_14,-1.134008,121.626527,78.7,147.51,56.1,32.24,0.403,3,2017,Agriculture,190.34,2.243,2007.03,0
Sigi,Sigi_Kec_6,-1.318416,123.646356,184.74,246.66,1.02,6.84,0.32,9,2018,Agriculture,129.93,3.113,792.48,0
Banggai Kepulauan,Banggai Kepulauan_Kec_9,-1.738076,121.124288,233.33,245.98,532.34,28.99,0.724,1,2021,Tree Cover,325.6,2.976,149.92,0
Parigi Moutong,Parigi Moutong_Kec_4,-0.694943,121.115547,258.8,268.14,30.61,19.62,0.212,4,2015,Agriculture,528.7,0.759,384.09,0
Banggai Laut,Banggai Laut_Kec_19,0.574476,124.273346,174.83,237.35,596.67,1.77,0.334,3,2015,Agriculture,554.33,3.007,399.8,0
Buol,Buol_Kec_18,0.084243,120.373679,198.01,238.67,261.62,20.2,0.388,12,2023,Tree Cover,1033.85,0.959,158.74,0
Banggai Laut,Banggai Laut_Kec_18,-0.006909,121.071626,86.98,115.36,753.03,26.67,0.134,2,2015,Agriculture,710.15,0.833,1031.62,0
Poso,Poso_Kec_3,-1.378261,123.207975,158.58,181.3,187.04,3.53,0.305,8,2021,Tree Cover,63.16,2.77,34.75,0
Donggala,Donggala_Kec_7,-0.745619,121.273606,145.08,170.55,235.5,27.47,0.124,9,2022,Built-up,107.31,1.657,196.38,0
Banggai Kepulauan,Banggai Kepulauan_Kec_16,-1.35703,122.473243,182.29,217.03,66.97,9.36,0.468,5,2024,Tree Cover,37.61,4.757,18.12,0
Morowali,Morowali_Kec_5,0.758335,123.669114,218.24,222.27,472.56,15.83,0.435,4,2023,Agriculture,119.49,4.673,641.62,0
Donggala,Donggala_Kec_10,0.317539,121.415773,231.14,302.03,149.45,17.98,0.716,7,2022,Tree Cover,210.05,2.287,488.77,1
Banggai Kepulauan,Banggai Kepulauan_Kec_3,-1.703127,121.176478,144.95,194.87,458.78,11.11,0.558,10,2024,Tree Cover,498.96,4.703,74.25,0
Parigi Moutong,Parigi Moutong_Kec_11,-0.87969,119.679739,25.16,75.46,162.85,28.59,0.618,5,2024,Tree Cover,950.95,5.398,248.29,0
Tojo Una-Una,Tojo Una-Una_Kec_15,-1.696951,121.350396,244.27,305.46,362.62,5.11,0.311,3,2018,Tree Cover,340.69,1.477,941.87,1
Banggai Kepulauan,Banggai Kepulauan_Kec_10,1.105972,120.661608,137.54,174.73,26.22,16.79,0.39,11,2017,Agriculture,353.39,4.532,1243.88,0
Banggai Kepulauan,Banggai Kepulauan_Kec_19,-0.268649,124.162427,127.65,174.08,287.73,25.47,0.426,9,2022,Tree Cover,236.74,3.051,27.35,0
Buol,Buol_Kec_11,0.017948,120.896099,225.92,333.67,152.42,14.3,0.138,12,2018,Bareland,116.13,2.018,819.69,0
Sigi,Sigi_Kec_1,-1.69893,122.698789,145.36,164.78,259.35,4.83,0.471,11,2017,Tree Cover,240.22,2.221,234.51,0
Parigi Moutong,Parigi Moutong_Kec_8,-1.111866,122.106232,137.14,160.82,16.28,33.91,-0.171,4,2019,Built-up,78.65,3.68,1031.93,0
Tolitoli,Tolitoli_Kec_14,0.471374,123.000808,177.7,193.93,100.07,7.97,0.691,5,2016,Tree Cover,457.18,4.342,427.09,0
Poso,Poso_Kec_12,-0.002502,121.274511,177.29,211.84,164.28,16.49,0.381,11,2021,Agriculture,98.38,2.088,458.37,0
Banggai Laut,Banggai Laut_Kec_11,-0.837233,120.965794,140.62,193.72,75.07,5.24,0.264,6,2024,Tree Cover,803.01,3.413,1441.06,0
Tojo Una-Una,Tojo Una-Una_Kec_15,0.784889,122.459601,130.81,186.99,290.65,29.11,0.588,2,2018,Tree Cover,1473.05,2.661,1599.13,0
Morowali,Morowali_Kec_10,0.737357,119.619432,172.27,268.37,238.62,27.08,0.552,12,2015,Tree Cover,144.34,4.439,20.58,1
Tojo Una-Una,Tojo Una-Una_Kec_18,1.148751,121.2709,165.23,192.59,6.06,3.48,0.557,3,2018,Built-up,2335.96,3.55,85.67,0
Donggala,Donggala_Kec_6,0.010759,119.567279,154.97,197.29,438.21,12.6,0.153,2,2017,Built-up,890.03,4.273,722.43,0
Banggai Kepulauan,Banggai Kepulauan_Kec_3,0.633043,124.18759,131.56,197.48,118.0,34.77,0.379,12,2018,Tree Cover,431.94,0.672,727.19,0
Sigi,Sigi_Kec_18,0.27927,123.186234,104.62,153.23,188.77,21.27,0.598,7,2015,Tree Cover,548.82,2.722,1087.56,0
Parigi Moutong,Parigi Moutong_Kec_9,-1.713091,122.88456,186.72,251.06,102.03,42.38,0.117,1,2018,Built-up,80.65,1.385,922.75,0
Banggai Laut,Banggai Laut_Kec_3,-0.73828,121.105874,144.34,214.95,234.54,6.54,0.338,12,2024,Agriculture,260.63,0.602,774.02,0
Palu,Palu_Kec_17,0.087404,119.533703,213.48,291.61,37.65,12.29,0.227,4,2019,Agriculture,315.87,2.03,867.31,1
Banggai Kepulauan,Banggai Kepulauan_Kec_19,0.415491,120.053369,132.81,200.93,47.12,4.69,0.197,7,2023,Bareland,112.11,2.11,384.46,0
Buol,Buol_Kec_19,-1.29486,122.638093,201.3,269.45,375.89,15.37,0.39,11,2016,Agriculture,51.85,3.94,65.65,0
Palu,Palu_Kec_18,-0.634664,119.633437,185.72,301.22,215.46,10.68,0.507,8,2024,Tree Cover,142.45,4.948,79.52,0
Poso,Poso_Kec_18,-1.155047,119.813257,109.57,169.98,274.88,7.38,0.331,2,2015,Tree Cover,506.27,5.277,448.73,0
Banggai Laut,Banggai Laut_Kec_5,-1.714989,121.948253,188.44,196.99,521.25,16.82,0.464,10,2017,Tree Cover,149.36,1.836,1081.4,0
Morowali Utara,Morowali Utara_Kec_8,0.93606,122.173909,200.14,228.36,74.89,8.25,0.286,3,2019,Tree Cover,428.83,3.506,395.0,0
Sigi,Sigi_Kec_15,-0.877608,123.990435,192.94,248.43,105.8,15.1,0.484,3,2016,Agriculture,519.46,1.359,9.1,1
Morowali Utara,Morowali Utara_Kec_12,-0.229424,124.418267,173.66,220.08,190.93,2.48,0.67,4,2020,Tree Cover,167.16,0.257,1475.09,0
Banggai,Banggai_Kec_1,-0.618401,121.363548,150.53,229.06,118.54,9.91,0.479,1,2016,Agriculture,166.39,5.617,230.6,0
Buol,Buol_Kec_20,-0.320028,119.752576,149.76,183.27,48.44,1.42,0.549,1,2017,Tree Cover,987.12,0.869,553.7,1
Banggai Laut,Banggai Laut_Kec_6,-0.393831,120.478405,107.35,190.6,70.01,29.77,0.407,4,2023,Agriculture,247.23,4.902,648.98,0
Tojo Una-Una,Tojo Una-Una_Kec_6,0.927402,121.91444,195.7,196.69,224.72,27.85,0.131,11,2019,Agriculture,672.39,5.784,786.53,1
Banggai Kepulauan,Banggai Kepulauan_Kec_19,0.367324,123.123334,96.71,154.92,146.67,11.6,0.336,10,2018,Agriculture,1185.4,2.818,233.51,0
Tolitoli,Tolitoli_Kec_16,1.073176,121.310123,117.07,190.79,105.15,9.03,0.688,1,2019,Tree Cover,90.64,2.609,59.15,0
Morowali,Morowali_Kec_2,0.071075,122.920342,214.17,284.16,574.82,9.41,0.566,2,2018,Tree Cover,391.49,1.218,2437.87,1
Parigi Moutong,Parigi Moutong_Kec_16,-1.701128,122.309809,116.29,189.27,148.42,6.84,0.511,8,2021,Tree Cover,37.61,5.524,61.1,1
Parigi Moutong,Parigi Moutong_Kec_3,-1.150829,124.350769,253.71,320.62,75.88,24.25,0.345,11,2021,Tree Cover,407.5,4.393,373.41,0
Morowali,Morowali_Kec_8,1.134455,122.422481,179.48,199.52,19.31,14.21,0.555,9,2019,Tree Cover,583.82,2.213,651.87,1
Palu,Palu_Kec_7,-0.63727,120.762022,55.64,111.03,60.71,17.44,0.391,8,2017,Tree Cover,78.79,4.901,72.29,0
Morowali Utara,Morowali Utara_Kec_16,-0.129732,123.047801,121.33,163.01,74.53,17.97,0.096,10,2015,Bareland,53.06,0.413,114.08,1
Palu,Palu_Kec_2,-0.4787,119.744978,83.78,144.85,1.37,8.84,0.031,4,2023,Built-up,894.84,2.447,828.55,0
Morowali,Morowali_Kec_4,0.76015,119.88047,171.78,199.08,45.46,10.34,0.692,5,2024,Tree Cover,154.23,5.888,222.96,1
Tolitoli,Tolitoli_Kec_17,-0.254671,120.230132,166.31,184.6,356.07,16.08,0.423,6,2020,Tree Cover,383.12,4.78,177.36,0
Tolitoli,Tolitoli_Kec_9,-1.127526,119.75865,125.47,139.86,104.0,9.42,0.471,4,2019,Agriculture,170.63,0.299,511.28,0
Morowali Utara,Morowali Utara_Kec_13,1.160182,120.749172,128.97,166.99,276.56,39.4,0.649,5,2020,Tree Cover,63.28,2.071,14.57,0
Morowali,Morowali_Kec_19,0.467949,120.417652,180.03,198.14,81.41,1.96,0.504,3,2017,Tree Cover,1318.9,4.103,1631.03,0
Banggai Laut,Banggai Laut_Kec_3,-1.438624,124.141793,188.21,215.02,295.66,15.84,0.264,11,2019,Tree Cover,287.94,0.679,554.75,0
Morowali Utara,Morowali Utara_Kec_8,1.192914,120.490044,100.32,167.74,126.62,8.37,0.524,3,2021,Tree Cover,608.41,2.732,592.44,0
Banggai,Banggai_Kec_13,-0.364486,122.224632,102.92,145.85,17.36,23.89,0.885,9,2019,Tree Cover,102.33,4.013,762.93,0
Morowali,Morowali_Kec_12,-1.125608,120.732645,129.01,199.21,416.18,15.96,0.416,5,2015,Tree Cover,107.21,0.39,955.71,0
Buol,Buol_Kec_16,0.178299,121.325849,189.28,261.64,261.58,12.57,0.381,2,2023,Agriculture,17.88,2.474,363.32,0
Banggai,Banggai_Kec_5,0.013624,121.832161,120.1,160.87,172.7,24.71,0.402,1,2019,Tree Cover,473.67,5.823,592.01,0
Sigi,Sigi_Kec_8,-0.837927,123.61729,92.47,181.91,300.43,11.29,0.561,9,2021,Tree Cover,714.8,3.949,543.87,0
Donggala,Donggala_Kec_17,-0.353835,123.906611,85.36,108.87,100.59,33.87,0.358,1,2024,Tree Cover,376.45,5.41,2788.63,0
Parigi Moutong,Parigi Moutong_Kec_5,0.446694,124.131852,120.48,165.24,503.68,8.69,0.499,11,2023,Agriculture,368.94,1.419,115.86,0
Sigi,Sigi_Kec_12,-0.628335,119.884652,65.04,92.75,293.63,9.3,0.108,4,2016,Built-up,504.4,3.353,62.67,0
Tolitoli,Tolitoli_Kec_4,-0.416532,121.095683,104.39,132.27,1.19,10.9,0.224,8,2024,Agriculture,439.29,5.612,338.71,0
Morowali Utara,Morowali Utara_Kec_11,1.026076,121.806327,70.83,103.91,444.36,8.85,0.288,2,2021,Agriculture,227.72,0.64,2525.93,0
Tojo Una-Una,Tojo Una-Una_Kec_16,-0.595891,120.313514,124.2,181.14,158.29,9.51,0.296,5,2020,Tree Cover,70.12,5.087,1577.3,0
Parigi Moutong,Parigi Moutong_Kec_19,0.431802,121.294805,69.87,139.72,23.77,1.78,0.141,3,2019,Agriculture,337.34,4.881,302.84,0
Banggai Laut,Banggai Laut_Kec_14,-0.318505,123.813657,113.53,172.05,400.75,16.71,0.694,12,2022,Tree Cover,257.09,2.755,1569.14,0
Palu,Palu_Kec_8,-1.494542,122.241335,101.73,164.4,127.8,23.1,0.558,8,2018,Tree Cover,513.62,4.937,586.21,0
Palu,Palu_Kec_5,0.246464,122.451109,76.81,162.99,111.98,25.37,0.587,3,2017,Tree Cover,39.34,5.72,1952.85,0
Banggai Kepulauan,Banggai Kepulauan_Kec_19,-1.055502,119.745723,224.82,299.68,73.72,9.74,0.284,2,2017,Agriculture,156.73,4.705,43.37,0
Sigi,Sigi_Kec_17,-1.642295,120.763636,171.04,218.74,197.17,30.3,0.125,10,2018,Agriculture,1496.99,4.738,901.39,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,0.888683,121.554284,175.68,233.6,367.41,32.53,0.264,7,2021,Agriculture,60.39,3.552,1598.61,0
Sigi,Sigi_Kec_9,-1.211911,121.800925,100.63,165.58,11.67,27.36,0.181,3,2020,Agriculture,436.17,5.722,271.0,0
Banggai,Banggai_Kec_13,-0.600207,123.986983,155.78,183.33,374.32,12.85,0.502,10,2015,Tree Cover,529.97,5.502,2028.87,0
Banggai Kepulauan,Banggai Kepulauan_Kec_19,0.110707,122.15763,140.26,185.33,132.99,26.49,0.309,12,2021,Agriculture,272.84,3.931,154.33,0
Tolitoli,Tolitoli_Kec_10,0.601481,120.651597,10.0,29.88,85.7,10.14,0.297,2,2016,Agriculture,248.48,1.084,62.31,0
Parigi Moutong,Parigi Moutong_Kec_15,-1.141061,121.306083,129.69,172.5,164.35,35.32,0.488,6,2023,Tree Cover,502.91,5.955,16.72,0
Tojo Una-Una,Tojo Una-Una_Kec_6,0.540062,120.470655,189.6,252.85,639.88,20.36,0.786,4,2016,Tree Cover,367.44,3.423,430.84,0
Parigi Moutong,Parigi Moutong_Kec_14,1.057787,121.999156,191.89,217.92,82.37,11.25,0.542,7,2015,Tree Cover,223.16,1.807,1020.92,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,0.598784,122.717941,174.54,195.75,99.37,23.73,0.2,4,2019,Agriculture,233.08,3.603,418.73,0
Banggai Kepulauan,Banggai Kepulauan_Kec_17,0.661136,119.648426,195.31,227.49,506.48,25.74,0.304,10,2023,Tree Cover,201.39,2.581,294.51,0
Sigi,Sigi_Kec_11,0.305943,119.937401,153.96,206.65,290.48,19.4,0.6,9,2024,Tree Cover,77.31,2.695,414.68,0
Tojo Una-Una,Tojo Una-Una_Kec_20,0.084248,122.594235,60.13,64.78,504.51,14.98,0.417,8,2022,Agriculture,158.93,1.969,512.45,0
Parigi Moutong,Parigi Moutong_Kec_13,0.392749,123.712497,84.83,174.35,202.09,4.67,0.495,9,2021,Tree Cover,110.45,0.125,355.52,0
Sigi,Sigi_Kec_4,0.062904,121.197499,144.9,247.19,108.74,11.11,0.195,5,2016,Agriculture,298.24,0.095,232.83,0
Parigi Moutong,Parigi Moutong_Kec_17,0.344605,121.847109,220.13,272.6,244.02,29.62,0.244,5,2021,Tree Cover,161.91,5.107,1930.53,0
Sigi,Sigi_Kec_20,-0.857849,122.751529,249.18,321.54,113.48,8.65,0.377,1,2018,Agriculture,315.28,2.751,547.27,0
Sigi,Sigi_Kec_16,0.370339,120.848849,135.95,195.2,91.53,18.9,0.55,1,2019,Tree Cover,391.07,3.298,1933.33,0
Banggai Kepulauan,Banggai Kepulauan_Kec_20,1.074369,123.752492,143.72,233.25,47.66,15.57,0.303,6,2024,Built-up,2145.54,5.454,165.83,0
Palu,Palu_Kec_18,0.901861,119.735948,10.0,88.29,528.39,3.71,0.583,11,2021,Tree Cover,160.9,1.583,212.18,0
Banggai,Banggai_Kec_4,-0.318355,122.416128,218.25,318.77,872.9,20.45,0.685,11,2019,Built-up,7485.82,4.159,488.78,0
Donggala,Donggala_Kec_16,-0.368758,124.386669,159.3,196.09,121.11,17.21,0.248,8,2019,Agriculture,534.16,1.346,522.04,0
Banggai Kepulauan,Banggai Kepulauan_Kec_18,-1.144103,120.065038,231.01,306.67,164.73,25.35,0.144,6,2018,Agriculture,633.9,0.732,1094.21,0
Buol,Buol_Kec_14,-1.408485,122.942453,138.65,139.78,74.54,20.46,0.036,3,2016,Built-up,632.71,5.837,2464.47,0
Morowali Utara,Morowali Utara_Kec_12,-0.885464,119.680309,71.92,156.27,494.8,17.56,0.205,11,2017,Agriculture,258.09,2.702,146.7,0
Tolitoli,Tolitoli_Kec_17,-0.925714,119.599115,170.78,176.96,316.92,24.42,0.089,8,2018,Bareland,156.59,0.752,50.81,0
Parigi Moutong,Parigi Moutong_Kec_16,0.873981,121.215462,231.82,240.78,270.66,32.21,0.388,3,2023,Tree Cover,135.75,1.471,1202.43,1
Morowali,Morowali_Kec_19,-0.212644,121.266717,150.53,205.59,65.27,13.07,0.768,4,2016,Tree Cover,207.04,5.202,298.39,0
Buol,Buol_Kec_19,0.479272,122.122136,158.47,184.38,4.33,2.16,0.174,7,2021,Agriculture,517.02,2.541,395.34,0
Morowali Utara,Morowali Utara_Kec_5,0.53833,123.305542,210.77,277.94,177.83,12.46,0.318,4,2015,Tree Cover,253.92,5.467,24.21,1
Tojo Una-Una,Tojo Una-Una_Kec_8,0.919284,123.352457,131.24,201.51,219.2,20.02,0.533,9,2021,Tree Cover,479.76,2.163,330.74,0
Donggala,Donggala_Kec_10,1.163187,122.560022,127.52,151.38,240.23,15.97,0.239,4,2016,Tree Cover,449.93,2.286,15.19,0
Poso,Poso_Kec_7,-1.188018,121.969383,176.96,296.27,295.65,5.66,0.256,2,2015,Agriculture,295.71,0.82,162.01,0
Tolitoli,Tolitoli_Kec_1,0.801115,123.723163,132.99,182.39,160.6,27.19,0.464,11,2019,Agriculture,205.91,2.434,2249.05,0
Banggai,Banggai_Kec_1,0.218827,120.160613,127.09,254.79,8.71,35.59,0.539,4,2017,Tree Cover,276.19,0.246,249.62,0
Morowali Utara,Morowali Utara_Kec_7,-0.828106,123.852627,40.59,87.76,151.87,25.66,0.387,9,2021,Tree Cover,579.38,4.153,839.45,0
Morowali Utara,Morowali Utara_Kec_12,-0.421594,119.541847,284.59,378.35,147.42,32.24,0.262,9,2016,Agriculture,166.98,2.889,729.94,0
Sigi,Sigi_Kec_14,1.169047,123.081552,10.0,20.71,16.71,19.41,0.204,1,2021,Tree Cover,210.09,3.839,85.28,0
Poso,Poso_Kec_18,-0.048125,120.581186,173.01,257.75,32.13,12.39,0.502,6,2021,Tree Cover,161.64,4.564,1119.69,0
Morowali Utara,Morowali Utara_Kec_19,-0.832505,121.492662,117.49,158.83,520.55,15.75,-0.031,12,2022,Bareland,821.93,1.967,73.7,0
Banggai Kepulauan,Banggai Kepulauan_Kec_9,0.715184,123.418377,152.25,206.34,161.33,12.87,0.25,11,2016,Tree Cover,1304.73,2.032,1638.27,0
Buol,Buol_Kec_7,0.812692,119.636771,127.11,183.29,32.09,4.83,0.581,10,2023,Tree Cover,112.1,5.995,255.47,0
Morowali Utara,Morowali Utara_Kec_18,-1.397943,121.154201,87.04,137.77,440.34,2.34,0.22,2,2019,Tree Cover,296.39,1.553,517.67,0
Sigi,Sigi_Kec_12,-0.884657,121.743191,213.16,260.21,219.19,24.79,0.219,6,2016,Tree Cover,47.52,0.157,447.3,0
Poso,Poso_Kec_10,1.042428,120.705185,29.34,92.7,280.6,10.6,0.583,5,2023,Tree Cover,215.75,1.724,1192.84,0
Banggai Kepulauan,Banggai Kepulauan_Kec_12,-1.104508,119.749064,127.08,141.67,102.02,29.2,0.035,10,2017,Built-up,898.66,3.365,646.43,0
Morowali Utara,Morowali Utara_Kec_5,-0.800943,121.646165,66.46,169.43,117.49,12.28,0.283,6,2023,Agriculture,83.69,5.555,43.98,0
Tolitoli,Tolitoli_Kec_8,-1.712689,122.0976,94.15,159.04,407.43,6.35,0.229,11,2019,Tree Cover,405.05,0.502,850.15,0
Buol,Buol_Kec_6,0.91624,121.249888,83.58,135.0,158.18,17.73,0.453,5,2024,Agriculture,618.03,2.327,849.64,0
Parigi Moutong,Parigi Moutong_Kec_17,-1.491816,120.712942,133.09,157.32,554.73,17.74,0.291,5,2022,Tree Cover,227.22,4.499,2023.04,0
Buol,Buol_Kec_11,-0.414092,121.847975,105.45,119.64,375.23,26.28,0.165,2,2020,Built-up,345.34,4.039,3546.66,0
Banggai Kepulauan,Banggai Kepulauan_Kec_2,-0.566819,123.791715,146.22,195.91,34.34,37.63,0.347,6,2021,Agriculture,218.96,2.672,141.64,0
Morowali Utara,Morowali Utara_Kec_1,-1.57047,123.212055,140.41,169.45,277.13,13.05,0.378,3,2016,Agriculture,82.07,0.163,1280.25,0
Sigi,Sigi_Kec_16,-0.822644,119.991026,62.65,144.21,58.98,5.15,0.409,12,2015,Tree Cover,396.34,2.554,1252.09,0
Donggala,Donggala_Kec_3,-0.421385,121.093697,178.39,236.9,716.2,12.64,0.413,5,2018,Tree Cover,103.05,2.327,1381.43,0
